age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference,age_group,income_band,total_spend,online_spend_ratio,digital_score
21,157712,9.2,12,1.5,10,7,11,7,129991,110060,9,4,2,9,5,1,1,4,1,6,5,Female,Tier 2,Store,18-25,High,240051,0.542,35.4
76,41437,6.8,2,2.4,9,3,6,17,105857,132017,10,1,1,5,5,10,1,7,6,9,2,Male,Tier 3,Store,51+,Low,237874,0.445,25.6
35,142129,7.1,2,1.9,3,8,24,17,110986,103600,10,5,6,10,8,10,4,10,7,2,8,Male,Tier 2,Store,26-35,Medium,214586,0.517,25.2
21,102681,6.2,3,3.8,7,4,7,10,99392,19603,2,2,7,5,2,10,9,7,4,8,6,Male,Tier 2,Store,18-25,Medium,118995,0.835,23.4
66,22903,7.7,2,3.2,6,7,32,1,51313,84985,5,4,6,1,4,2,8,9,3,5,10,Other,Tier 1,Store,51+,Low,136298,0.376,28.4
51,229776,6.4,1,4.8,8,2,15,8,125809,102701,3,7,7,8,10,2,4,5,7,5,2,Male,Tier 2,Store,51+,High,228510,0.551,22.8
46,41863,6.7,11,3.4,8,5,39,18,117423,62388,2,1,4,6,1,10,5,3,1,1,3,Male,Tier 1,Store,36-50,Low,179811,0.653,26.4
41,58381,2.9,5,3.1,8,6,44,14,66032,14941,9,0,3,1,8,9,7,1,5,7,10,Female,Tier 1,Online,36-50,Medium,80973,0.815,19.8
39,43548,6.5,6,3.3,8,1,44,7,121634,107244,2,0,3,8,3,3,3,7,2,2,2,Male,Tier 2,Store,36-50,Low,228878,0.531,22.0
19,196028,6.0,13,3.5,10,9,9,18,32732,27899,2,0,7,5,5,9,9,3,2,10,10,Other,Tier 1,Hybrid,18-25,High,60631,0.54,31.0
61,220598,5.2,7,0.2,6,9,11,8,6981,132465,3,5,5,5,4,10,10,10,6,8,6,Other,Tier 3,Store,51+,High,139446,0.05,25.4
23,26467,5.3,10,3.2,9,4,21,4,122021,85290,6,6,5,6,2,10,4,8,10,8,5,Male,Tier 1,Store,18-25,Low,207311,0.589,23.6
59,72954,3.3,7,0.4,5,5,6,7,147519,137984,6,5,5,5,2,9,9,7,8,3,6,Male,Tier 1,Store,51+,Medium,285503,0.517,16.6
42,38901,7.1,2,0.0,4,9,44,0,91493,6527,7,3,3,9,4,6,3,2,2,1,7,Other,Tier 1,Online,36-50,Low,98020,0.933,27.2
72,202055,6.5,13,1.1,7,10,20,16,15870,142594,2,1,7,7,5,9,6,4,7,6,5,Female,Tier 2,Store,51+,High,158464,0.1,30.0
74,38301,6.1,7,2.8,3,2,39,14,143009,52158,1,7,7,9,3,4,2,4,1,10,4,Other,Tier 2,Store,51+,Low,195167,0.733,17.2
38,139686,6.5,2,0.8,8,5,37,14,90228,30712,2,8,4,3,4,10,5,1,3,9,6,Other,Tier 3,Hybrid,36-50,Medium,120940,0.746,26.0
72,248614,3.5,2,3.2,8,4,21,8,97794,46702,10,2,2,10,6,2,3,7,2,2,9,Male,Tier 1,Store,51+,High,144496,0.677,19.0
76,100180,9.5,12,4.6,5,2,8,6,138255,34578,9,4,4,9,5,10,5,10,6,4,1,Female,Tier 3,Store,51+,Medium,172833,0.8,26.0
33,84903,7.9,6,2.1,10,2,19,13,131545,138414,2,7,2,10,1,7,9,1,10,5,2,Male,Tier 2,Store,26-35,Medium,269959,0.487,27.8
48,118955,7.2,6,2.8,8,9,12,0,40493,134666,7,6,1,7,8,4,10,5,2,9,7,Other,Tier 2,Store,36-50,Medium,175159,0.231,31.4
31,162276,9.0,8,1.6,3,10,23,18,19616,123400,1,4,3,1,2,5,4,7,1,9,2,Female,Tier 2,Store,26-35,High,143016,0.137,31.0
56,34755,6.4,5,0.9,3,8,29,8,16796,101819,9,1,6,9,1,10,3,4,4,10,5,Other,Tier 3,Store,51+,Low,118615,0.142,23.8
45,74817,5.4,5,2.2,4,10,40,18,84249,25180,6,5,7,8,5,2,1,9,8,4,6,Female,Tier 3,Store,36-50,Medium,109429,0.77,24.8
49,17093,6.5,10,1.5,9,10,49,12,71648,51774,9,0,3,5,4,4,2,5,7,4,3,Female,Tier 1,Store,36-50,Low,123422,0.581,32.0
45,215609,9.1,1,1.9,5,8,17,4,119534,46341,9,6,5,1,3,3,1,2,8,1,10,Other,Tier 2,Store,36-50,High,165875,0.721,31.2
68,111319,4.2,4,1.6,6,8,24,13,105929,59346,6,8,3,7,9,7,2,10,2,7,8,Other,Tier 3,Store,51+,Medium,165275,0.641,22.4
72,37940,9.0,1,0.8,4,5,19,17,55207,61820,6,4,7,3,8,2,10,5,10,4,5,Other,Tier 1,Store,51+,Low,117027,0.472,27.0
66,219418,3.3,10,2.3,9,4,10,4,13096,35232,3,7,1,5,5,4,6,9,1,5,2,Other,Tier 2,Store,51+,High,48328,0.271,19.6
26,190112,7.1,5,0.0,4,10,39,4,27511,87125,8,0,4,1,10,9,4,1,3,4,2,Male,Tier 1,Store,26-35,High,114636,0.24,28.2
75,183394,8.0,8,3.2,3,3,33,19,32562,71236,1,3,1,5,10,5,8,10,3,7,5,Male,Tier 2,Store,51+,High,103798,0.314,22.0
62,143714,7.3,1,0.3,2,2,22,3,128944,111496,6,1,7,1,10,6,2,10,6,9,1,Other,Tier 3,Store,51+,Medium,240440,0.536,18.6
39,106544,8.1,14,1.7,3,10,25,4,48532,79050,8,8,4,1,8,9,5,9,2,10,1,Other,Tier 3,Store,36-50,Medium,127582,0.38,29.2
49,99437,5.7,3,4.0,1,5,22,1,97217,135839,9,2,5,2,5,8,7,10,7,8,8,Female,Tier 2,Store,36-50,Medium,233056,0.417,17.4
22,107969,3.5,1,3.4,8,8,48,13,19564,51991,4,9,7,5,3,4,1,6,8,8,3,Other,Tier 1,Store,18-25,Medium,71555,0.273,23.0
40,122001,8.1,13,2.5,1,5,41,14,18883,113294,4,2,4,4,9,6,2,4,6,10,3,Other,Tier 2,Store,36-50,Medium,132177,0.143,22.2
22,102725,9.7,6,5.3,6,7,46,5,56621,9195,3,0,4,3,10,2,1,9,10,2,5,Other,Tier 1,Online,18-25,Medium,65816,0.86,32.4
59,130784,5.7,10,2.6,2,5,32,1,131919,143156,1,5,4,9,8,7,5,8,10,9,6,Female,Tier 3,Store,51+,Medium,275075,0.48,18.4
70,125675,7.4,1,3.9,3,10,24,8,88766,111300,10,5,7,1,10,3,10,6,9,3,1,Other,Tier 1,Store,51+,Medium,200066,0.444,27.8
49,109266,4.3,10,1.7,9,9,33,10,58448,3772,1,9,5,5,5,7,6,1,7,8,1,Male,Tier 1,Online,36-50,Medium,62220,0.939,26.6
76,24236,4.2,12,0.0,9,8,25,4,6687,77803,2,9,6,1,7,5,5,8,4,9,8,Female,Tier 3,Store,51+,Low,84490,0.079,25.4
27,87597,6.2,3,2.8,6,8,38,10,146137,37314,1,2,3,8,5,10,10,10,7,4,5,Female,Tier 3,Store,26-35,Medium,183451,0.797,26.4
76,230196,4.5,5,3.1,7,1,4,2,116986,91107,1,7,3,3,1,9,5,10,8,4,1,Other,Tier 2,Store,51+,High,208093,0.562,17.0
56,149974,6.2,5,3.0,5,5,28,13,77096,46643,6,4,6,3,3,2,1,1,4,3,4,Female,Tier 3,Store,51+,Medium,123739,0.623,22.4
75,114656,12.0,2,0.6,7,9,29,8,83691,18815,5,6,3,3,7,1,1,4,9,1,8,Male,Tier 2,Online,51+,Medium,102506,0.816,40.0
32,49364,4.6,3,6.0,6,8,44,18,51396,146146,5,9,6,6,10,10,2,4,1,8,9,Male,Tier 1,Store,26-35,Low,197542,0.26,23.2
24,122071,6.7,14,1.1,5,1,26,16,66789,109988,1,8,2,3,2,4,5,6,2,2,1,Female,Tier 1,Store,18-25,Medium,176777,0.378,19.4
46,245055,2.5,13,2.6,3,9,36,16,64367,15865,3,3,2,7,10,9,9,4,3,6,4,Other,Tier 3,Online,36-50,High,80232,0.802,17.0
76,109410,7.0,9,2.8,2,10,24,13,126538,58976,7,0,2,9,9,1,3,7,7,8,9,Male,Tier 1,Store,51+,Medium,185514,0.682,26.0
64,166168,4.6,13,3.6,5,1,42,13,48564,107445,6,1,1,8,4,1,7,2,1,10,7,Female,Tier 2,Store,51+,High,156009,0.311,15.2
20,158092,6.6,1,1.6,8,5,9,9,140273,100531,6,3,3,2,3,10,8,2,3,9,1,Male,Tier 3,Store,18-25,High,240804,0.583,26.2
36,73473,6.5,13,3.2,5,10,43,6,13345,130230,8,2,4,9,4,2,5,2,7,6,1,Male,Tier 2,Store,36-50,Medium,143575,0.093,28.0
27,59153,6.3,1,4.6,3,1,33,12,27898,16572,5,3,5,3,5,5,9,7,5,4,1,Male,Tier 2,Store,26-35,Medium,44470,0.627,16.6
45,187349,4.1,12,1.9,10,8,11,2,126273,119029,10,2,5,10,6,4,4,4,1,2,8,Female,Tier 2,Store,36-50,High,245302,0.515,26.2
46,233293,5.4,2,1.8,3,2,28,5,116733,25578,2,7,2,3,4,8,1,10,1,2,8,Female,Tier 1,Store,36-50,High,142311,0.82,15.8
32,53502,6.5,8,1.2,5,6,38,9,92245,73972,4,8,7,4,7,3,8,5,1,7,9,Female,Tier 3,Store,26-35,Medium,166217,0.555,24.0
52,30675,5.5,6,2.8,9,2,18,4,22619,4200,3,9,1,8,4,2,4,1,10,8,4,Male,Tier 2,Online,51+,Low,26819,0.843,22.0
23,170437,8.8,14,1.3,8,2,18,5,54194,145125,2,8,7,9,6,7,3,2,6,7,3,Other,Tier 2,Store,18-25,High,199319,0.272,27.6
29,233884,6.1,4,3.4,7,1,28,7,79024,1848,8,1,7,3,5,8,7,8,10,9,7,Male,Tier 3,Online,26-35,High,80872,0.977,20.2
64,133384,4.0,7,1.9,5,6,1,4,68692,20090,10,5,2,6,9,7,4,9,7,3,10,Other,Tier 1,Store,51+,Medium,88782,0.774,19.0
55,93229,6.9,6,2.2,9,5,25,9,69504,22681,4,5,2,4,2,2,2,5,4,2,7,Other,Tier 2,Hybrid,51+,Medium,92185,0.754,27.8
30,104049,1.1,9,1.2,2,4,44,0,104530,29949,5,7,4,6,9,7,2,5,2,1,2,Other,Tier 2,Store,26-35,Medium,134479,0.777,8.2
46,198220,9.9,6,5.3,6,4,36,12,103106,23819,9,3,6,6,9,9,10,9,8,3,6,Female,Tier 1,Store,36-50,High,126925,0.812,29.8
36,104157,2.6,2,2.6,7,9,47,4,110422,84959,9,0,6,5,9,5,6,3,1,8,5,Female,Tier 2,Store,36-50,Medium,195381,0.565,21.2
20,235319,7.8,3,1.0,7,2,33,18,101116,40017,6,2,3,9,9,7,2,8,3,1,5,Other,Tier 2,Store,18-25,High,141133,0.716,24.6
25,120711,7.5,9,2.9,4,10,29,15,33337,114595,9,1,2,3,1,6,1,9,4,7,3,Male,Tier 1,Store,18-25,Medium,147932,0.225,29.0
25,125090,3.7,7,0.3,2,7,11,17,20952,32718,1,6,6,5,8,8,2,7,3,1,9,Female,Tier 3,Store,18-25,Medium,53670,0.39,16.4
72,108321,7.1,6,1.6,1,5,19,18,130023,16404,5,4,5,5,9,9,5,8,3,10,4,Other,Tier 3,Store,51+,Medium,146427,0.888,20.2
75,214150,4.6,13,3.1,1,10,32,9,111327,121754,7,8,3,4,6,7,9,10,1,2,6,Male,Tier 1,Store,51+,High,233081,0.478,20.2
37,228670,5.7,5,3.2,3,9,8,1,137051,116727,7,3,1,5,8,7,9,6,7,7,9,Male,Tier 2,Store,36-50,High,253778,0.54,23.4
64,216974,6.9,3,3.7,7,4,1,8,17793,75160,2,2,3,3,7,4,2,4,3,6,7,Other,Tier 3,Store,51+,High,92953,0.191,24.8
21,41465,5.9,4,4.2,5,6,27,18,85220,66104,9,8,7,6,10,7,8,4,8,4,5,Other,Tier 2,Store,18-25,Low,151324,0.563,22.8
68,47286,4.0,1,2.3,7,2,33,11,93185,69915,1,6,1,4,10,1,5,2,2,3,10,Female,Tier 2,Store,51+,Low,163100,0.571,17.0
38,69795,6.8,5,3.7,9,1,20,11,124362,113097,9,0,2,10,1,3,3,1,9,6,6,Male,Tier 1,Store,36-50,Medium,237459,0.524,23.6
20,186250,5.6,7,3.5,8,1,18,2,9559,76060,1,0,6,5,1,5,3,9,1,4,9,Male,Tier 2,Store,18-25,High,85619,0.112,20.2
62,123139,5.8,2,3.6,1,4,13,12,52453,44987,3,2,7,4,9,3,2,10,1,3,6,Male,Tier 1,Store,51+,Medium,97440,0.538,16.6
25,225255,5.9,11,0.6,4,9,16,3,4308,141971,10,2,2,3,4,2,3,6,9,2,10,Other,Tier 3,Store,18-25,High,146279,0.029,24.8
40,118845,3.3,12,2.8,5,3,4,0,78461,69443,1,0,3,2,7,5,9,7,10,1,1,Female,Tier 1,Store,36-50,Medium,147904,0.53,14.6
33,64986,3.8,8,2.1,7,3,20,0,13338,75649,6,0,1,2,8,10,10,3,10,3,5,Other,Tier 1,Store,26-35,Medium,88987,0.15,17.6
30,189273,4.8,12,4.2,8,7,21,3,126892,74659,6,1,6,4,2,7,3,5,7,10,9,Male,Tier 1,Store,26-35,High,201551,0.63,24.6
20,189387,6.8,10,2.6,8,8,39,1,113669,123296,2,1,2,7,8,10,6,6,5,8,5,Other,Tier 1,Store,18-25,High,236965,0.48,29.6
65,90396,4.1,6,2.0,4,6,19,7,17208,54899,10,2,3,6,6,10,7,10,6,1,1,Male,Tier 3,Store,51+,Medium,72107,0.239,18.2
26,70178,8.4,10,2.1,7,1,27,15,127932,54146,3,9,1,9,2,10,7,5,6,2,8,Female,Tier 2,Store,26-35,Medium,182078,0.703,24.8
77,25745,6.4,14,2.0,2,6,31,9,124598,133630,7,2,4,9,10,4,4,3,7,8,5,Female,Tier 2,Store,51+,Low,258228,0.483,20.8
31,218426,6.7,3,2.7,9,8,44,8,21164,32845,8,8,6,9,10,10,1,8,5,1,2,Male,Tier 1,Hybrid,26-35,High,54009,0.392,30.4
30,94637,5.3,2,2.9,6,5,18,6,86562,76690,7,0,6,4,6,8,5,4,6,10,4,Female,Tier 1,Store,26-35,Medium,163252,0.53,21.6
70,151100,2.8,8,2.2,4,8,27,7,77475,26817,8,4,2,6,9,5,6,8,8,8,2,Other,Tier 1,Store,51+,High,104292,0.743,17.6
74,244333,7.1,13,2.1,6,1,22,16,34224,30823,4,9,5,1,4,6,8,7,8,8,8,Other,Tier 3,Store,51+,High,65047,0.526,21.2
24,63566,4.6,4,1.3,7,4,32,10,86907,130058,9,1,5,10,7,7,5,4,3,1,6,Other,Tier 2,Store,18-25,Medium,216965,0.401,20.2
32,58722,3.0,7,4.4,10,9,17,10,7101,93361,1,4,7,10,7,1,2,7,7,6,5,Other,Tier 2,Store,26-35,Medium,100462,0.071,25.0
24,101623,4.3,7,2.1,8,10,34,14,93534,27341,6,4,2,6,6,4,4,3,5,3,2,Other,Tier 2,Hybrid,18-25,Medium,120875,0.774,26.6
55,126074,5.8,14,2.8,4,5,45,6,30565,134517,4,2,3,8,9,7,5,2,7,3,10,Male,Tier 3,Store,51+,Medium,165082,0.185,20.6
51,89974,1.2,10,3.0,9,10,36,2,83799,91287,1,1,3,4,3,1,9,8,3,9,1,Male,Tier 3,Store,51+,Medium,175086,0.479,21.4
58,229764,5.3,9,2.9,6,10,41,15,89910,133838,9,7,6,8,6,5,8,5,8,4,2,Female,Tier 1,Store,51+,High,223748,0.402,26.6
39,99084,8.0,10,1.9,1,3,35,15,98793,17408,1,1,4,9,8,7,6,7,6,8,2,Male,Tier 1,Store,36-50,Medium,116201,0.85,20.0
41,185951,6.1,14,3.3,3,3,43,13,5083,30667,4,1,4,9,9,8,4,9,1,7,3,Female,Tier 1,Store,36-50,High,35750,0.142,18.2
66,170839,8.4,8,4.4,1,9,18,19,134606,104452,7,1,5,1,7,5,2,1,7,10,2,Male,Tier 1,Store,51+,High,239058,0.563,26.8
54,132353,5.2,12,3.4,6,1,25,17,4938,108746,3,9,3,2,8,10,9,9,2,5,9,Other,Tier 1,Store,51+,Medium,113684,0.043,17.4
61,119417,8.3,13,3.1,6,6,35,19,137311,85402,3,5,5,6,7,3,10,9,9,9,9,Male,Tier 2,Store,51+,Medium,222713,0.617,28.6
18,83099,3.3,8,3.3,7,6,42,9,51285,36439,10,2,6,1,5,3,3,6,4,7,6,Female,Tier 3,Store,18-25,Medium,87724,0.585,19.6
27,194729,7.2,7,2.6,1,10,25,3,129640,19550,9,4,7,7,3,1,1,6,8,1,1,Other,Tier 2,Online,26-35,High,149190,0.869,25.4
60,154570,5.8,10,2.1,1,8,6,13,96567,8465,10,2,6,4,8,8,4,9,10,1,3,Male,Tier 1,Store,51+,High,105032,0.919,20.6
33,219739,8.7,5,5.0,5,8,22,4,18879,51514,2,6,5,4,6,4,5,8,7,10,3,Female,Tier 2,Store,26-35,High,70393,0.268,30.4
63,40107,5.2,9,4.5,5,1,4,5,7140,55603,8,2,3,6,4,10,8,1,6,4,2,Other,Tier 3,Store,51+,Low,62743,0.114,16.4
25,174865,3.9,14,1.9,1,7,22,3,76142,54314,6,0,5,1,8,8,2,2,9,4,6,Other,Tier 1,Store,18-25,High,130456,0.584,15.8
73,148768,7.0,12,4.0,7,10,35,10,35618,72112,8,7,3,2,10,6,2,8,6,9,8,Other,Tier 1,Store,51+,Medium,107730,0.331,31.0
66,68839,9.3,11,3.1,7,1,31,11,53208,14427,8,2,6,10,5,9,8,6,9,8,7,Male,Tier 1,Online,51+,Medium,67635,0.787,26.6
42,104241,6.5,7,2.7,6,8,14,19,1128,124521,1,0,2,10,7,5,9,4,2,6,7,Male,Tier 2,Store,36-50,Medium,125649,0.009,27.0
67,38397,5.9,12,4.5,7,5,26,10,84230,53683,5,2,7,1,5,9,7,3,7,8,9,Male,Tier 1,Store,51+,Low,137913,0.611,23.8
29,22704,3.6,14,2.7,6,2,16,6,55728,30353,8,4,1,7,2,9,2,9,2,7,10,Other,Tier 3,Store,26-35,Low,86081,0.647,15.2
42,31442,7.9,11,2.8,10,3,19,10,6852,134941,1,4,6,1,10,4,8,2,10,10,3,Other,Tier 3,Store,36-50,Low,141793,0.048,28.8
34,209860,5.9,3,3.1,2,9,15,6,129053,38561,5,8,3,5,4,8,7,8,4,2,6,Other,Tier 2,Store,26-35,High,167614,0.77,22.8
77,144576,7.4,12,0.9,5,2,47,1,119929,119618,6,2,2,5,8,2,7,10,6,5,5,Other,Tier 3,Store,51+,Medium,239547,0.501,21.8
43,24765,6.4,6,2.9,7,4,41,0,145134,107628,4,9,6,1,9,2,6,7,3,3,10,Other,Tier 1,Store,36-50,Low,252762,0.574,23.8
63,130828,10.1,3,0.7,2,7,27,8,67783,89425,7,6,2,10,9,1,2,9,2,3,7,Other,Tier 1,Store,51+,Medium,157208,0.431,29.2
65,25002,4.9,6,3.3,5,8,30,13,125999,147500,5,9,7,7,7,2,6,1,6,1,8,Male,Tier 2,Store,51+,Low,273499,0.461,22.8
31,26390,5.0,13,3.2,3,3,15,19,60880,114739,2,3,7,2,1,3,1,5,3,4,3,Other,Tier 1,Store,26-35,Low,175619,0.347,16.0
58,190508,8.0,8,4.0,9,10,13,3,69782,14745,3,2,6,1,7,6,8,10,8,1,5,Female,Tier 1,Online,51+,High,84527,0.826,35.0
53,230554,8.1,9,3.3,10,10,46,9,5207,134138,5,1,2,10,10,4,6,3,8,10,10,Male,Tier 3,Store,51+,High,139345,0.037,36.2
74,21641,8.1,2,5.8,1,9,9,18,72982,140951,2,9,6,7,6,6,9,4,7,2,4,Other,Tier 2,Store,51+,Low,213933,0.341,26.2
40,179781,6.0,6,0.7,7,8,1,18,61773,125112,9,1,6,9,1,2,9,3,3,2,6,Male,Tier 1,Store,36-50,High,186885,0.331,27.0
60,126119,6.4,14,2.5,10,6,32,19,79984,90174,9,6,4,10,4,7,1,10,7,7,1,Male,Tier 3,Store,51+,Medium,170158,0.47,28.8
23,185381,3.3,3,3.9,4,8,40,2,47074,2403,5,2,5,1,5,6,6,5,9,3,5,Female,Tier 1,Online,18-25,High,49477,0.951,18.6
64,30624,5.7,14,4.0,5,10,21,7,11978,49818,2,7,7,7,6,2,3,7,10,6,1,Female,Tier 3,Store,51+,Low,61796,0.194,26.4
22,24966,6.6,14,1.8,1,8,1,14,7584,3086,1,6,6,4,9,7,3,5,3,1,6,Male,Tier 2,Online,18-25,Low,10670,0.711,22.2
60,235422,6.6,7,4.0,5,3,6,5,101101,1421,4,4,2,8,4,4,3,3,4,8,4,Female,Tier 1,Online,51+,High,102522,0.986,21.2
42,180261,4.5,11,0.6,8,7,40,8,4841,75493,4,6,6,8,6,8,3,1,9,9,7,Male,Tier 2,Store,36-50,High,80334,0.06,24.0
35,86301,3.8,4,1.5,6,8,44,3,80763,133356,4,0,6,9,10,3,6,7,6,3,8,Male,Tier 3,Store,26-35,Medium,214119,0.377,21.6
79,241830,8.1,14,3.0,2,6,43,17,71438,46268,6,7,4,5,4,2,2,1,7,10,9,Male,Tier 1,Store,51+,High,117706,0.607,24.2
30,130123,7.8,5,2.9,2,6,29,15,132879,12079,5,9,4,5,3,5,6,4,10,9,1,Male,Tier 2,Online,26-35,Medium,144958,0.917,23.6
60,163295,5.5,10,4.1,9,7,37,3,11131,51481,7,2,6,7,10,9,9,1,7,3,8,Male,Tier 2,Store,51+,High,62612,0.178,27.0
31,248377,8.1,6,3.7,1,4,38,1,63391,68688,5,6,7,3,7,8,8,3,10,1,1,Other,Tier 1,Store,26-35,High,132079,0.48,21.2
45,93183,7.9,11,1.9,2,10,18,15,41385,126995,9,3,5,8,6,2,5,3,8,3,7,Female,Tier 1,Store,36-50,Medium,168380,0.246,27.8
35,249624,2.6,13,4.1,8,10,46,5,87452,23623,6,1,2,9,2,7,3,7,9,7,8,Female,Tier 1,Online,26-35,High,111075,0.787,23.2
76,19959,5.8,8,3.2,6,9,37,16,127929,119016,5,9,1,10,2,1,4,3,3,8,2,Male,Tier 1,Store,51+,Low,246945,0.518,26.6
77,173329,8.7,2,3.6,3,3,16,2,6540,39881,1,3,6,1,7,4,5,8,7,5,8,Other,Tier 3,Store,51+,High,46421,0.141,23.4
74,243592,2.8,4,3.5,3,7,36,12,2363,114761,6,6,3,8,8,4,2,2,1,3,9,Other,Tier 2,Store,51+,High,117124,0.02,15.6
45,65802,3.1,14,2.2,9,9,9,1,139995,57460,5,1,1,10,10,3,2,7,5,8,9,Male,Tier 2,Store,36-50,Medium,197455,0.709,24.2
68,233820,7.3,11,3.8,2,8,14,3,110802,143764,10,4,2,2,2,1,6,6,3,5,4,Female,Tier 1,Store,51+,High,254566,0.435,24.6
73,139125,8.6,4,2.9,10,7,4,8,11114,56024,3,5,6,2,6,8,1,2,10,4,7,Female,Tier 2,Store,51+,Medium,67138,0.166,34.2
44,138795,5.4,6,3.7,5,5,49,16,21350,62554,4,4,3,3,6,1,3,4,1,1,9,Male,Tier 2,Store,36-50,Medium,83904,0.254,20.8
49,42215,5.1,4,4.4,7,2,37,12,115927,7362,10,6,3,1,4,6,7,9,4,2,3,Female,Tier 3,Hybrid,36-50,Low,123289,0.94,19.2
64,70046,2.6,11,2.4,6,2,42,6,119748,74516,5,5,6,3,10,7,4,8,1,3,2,Other,Tier 3,Store,51+,Medium,194264,0.616,13.2
26,248265,5.4,5,3.9,1,4,34,13,21342,90658,9,4,3,6,8,5,4,2,6,10,2,Male,Tier 1,Store,26-35,High,112000,0.191,15.8
57,109593,3.1,5,2.1,10,5,3,0,138858,140421,9,8,4,6,1,4,2,8,7,9,8,Other,Tier 1,Store,51+,Medium,279279,0.497,21.2
49,180166,5.3,8,1.9,3,4,34,8,67693,148203,6,2,4,4,10,6,3,3,5,9,8,Female,Tier 2,Store,36-50,High,215896,0.314,17.6
37,184741,8.6,4,2.5,5,2,0,12,72533,125618,6,0,6,3,1,9,1,3,8,8,10,Other,Tier 1,Store,36-50,High,198151,0.366,24.2
45,182198,3.4,12,2.5,3,4,16,8,9179,140239,9,2,1,6,10,8,10,3,2,2,1,Other,Tier 2,Store,36-50,High,149418,0.061,13.8
50,245961,5.5,6,3.1,3,5,20,2,63879,129949,8,7,5,7,9,4,8,5,1,5,4,Male,Tier 1,Store,36-50,High,193828,0.33,19.0
21,94036,7.7,7,1.0,5,4,45,17,114083,100165,7,9,5,9,9,4,1,7,7,4,3,Male,Tier 1,Store,18-25,Medium,214248,0.532,24.4
63,124864,4.4,8,3.2,8,6,21,12,123345,25723,6,4,4,2,8,8,7,4,4,5,3,Male,Tier 1,Store,51+,Medium,149068,0.827,22.8
74,135333,6.8,9,2.3,10,10,4,15,60989,1741,2,5,1,3,1,2,1,1,7,4,7,Female,Tier 3,Online,51+,Medium,62730,0.972,33.6
51,31772,7.6,10,0.0,8,7,45,14,108392,46626,8,7,3,4,7,8,4,7,3,7,6,Other,Tier 3,Store,51+,Low,155018,0.699,30.2
65,194658,6.2,8,3.0,8,5,35,18,105175,98374,10,5,2,8,3,4,6,5,7,5,3,Female,Tier 2,Store,51+,High,203549,0.517,25.4
20,66943,6.2,14,4.3,6,9,37,9,46759,59022,10,4,2,10,6,9,5,8,10,8,5,Female,Tier 3,Store,18-25,Medium,105781,0.442,27.4
43,83868,3.8,4,3.9,9,4,8,8,74009,145198,5,0,5,2,4,4,3,5,7,9,5,Female,Tier 2,Store,36-50,Medium,219207,0.338,20.6
25,64855,5.2,4,2.5,5,10,19,11,35170,125175,6,4,6,4,7,5,9,3,8,4,9,Female,Tier 3,Store,18-25,Medium,160345,0.219,25.4
23,168290,6.3,10,1.9,10,2,45,7,40019,52600,3,7,6,2,6,8,9,3,5,8,7,Other,Tier 1,Store,18-25,High,92619,0.432,24.6
33,116124,2.2,11,3.6,7,10,41,9,43881,40638,1,4,3,5,10,9,8,8,8,4,5,Female,Tier 1,Store,26-35,Medium,84519,0.519,21.4
41,227080,1.5,5,1.9,1,8,44,1,15173,137342,6,5,6,9,9,1,8,9,4,8,8,Male,Tier 3,Store,36-50,High,152515,0.099,12.0
65,72205,5.7,3,2.4,4,4,13,14,51043,103433,4,5,5,6,3,10,8,1,6,7,1,Male,Tier 3,Store,51+,Medium,154476,0.33,19.4
56,151031,6.8,2,5.8,1,4,19,19,30766,56071,5,2,7,5,3,6,3,8,5,8,3,Other,Tier 2,Store,51+,High,86837,0.354,18.6
47,229051,6.2,2,4.4,10,3,25,15,96991,23668,4,6,7,6,1,1,5,9,6,7,1,Other,Tier 1,Store,36-50,High,120659,0.804,25.4
62,191206,2.8,9,2.3,2,9,3,9,61343,98312,5,8,1,3,1,4,8,4,3,3,7,Male,Tier 1,Store,51+,High,159655,0.384,16.6
30,40874,8.2,8,3.4,6,4,38,12,145965,135462,1,1,5,5,8,2,10,9,4,4,2,Female,Tier 2,Store,26-35,Low,281427,0.519,26.4
22,146007,6.2,6,4.6,1,2,19,10,132363,88908,4,2,2,6,1,3,1,2,7,7,1,Male,Tier 3,Store,18-25,Medium,221271,0.598,15.4
42,16301,7.9,14,3.1,9,1,41,15,115346,124495,4,5,1,2,1,10,9,6,5,7,2,Male,Tier 2,Store,36-50,Low,239841,0.481,25.8
37,73017,4.7,14,1.1,6,1,10,13,97518,146008,10,4,1,9,8,10,6,8,9,2,10,Male,Tier 3,Store,36-50,Medium,243526,0.4,16.4
71,58319,6.5,14,2.9,8,8,6,7,105620,83115,6,4,2,8,7,3,6,8,4,9,5,Male,Tier 3,Store,51+,Medium,188735,0.56,29.0
35,235688,7.0,9,2.2,10,1,43,18,92645,74613,3,1,6,8,4,9,2,4,6,3,2,Male,Tier 2,Store,26-35,High,167258,0.554,25.0
